date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-07 18:00:38,harvardgal04,GarofaloWX,1,0,3,"When you’ve lost your house (and whole neighborhood) entirely from the #ThomasFire of 2017 and it takes 2 1/2 years to rebuild, no fire looks good, regardless of the surrounding views. ",,,#ThomasFire,1258456722831626245,https://twitter.com/harvardgal04/status/1258456722831626245
2020-05-04 03:52:04,ShellyCasale,,0,0,1,"@somegoodnews @johnkrasinski #SGNGraduation Our son, Jonah, will graduate from College of William &amp; Mary! He transferred from college in California where he was evacuated from #thomasfire &amp; #montecitomudslide. At W&amp;M evacuated from #hurricaneFlorence &amp; #coronavirus. Kid has grit!",,@somegoodnews @johnkrasinski,#SGNGraduation #thomasfire #montecitomudslide #hurricaneFlorence #coronavirus,1257156012466827275,https://twitter.com/ShellyCasale/status/1257156012466827275
2020-04-27 21:30:12,readwriteteach,,0,0,0,"This is a school I attended as a child and work for today. We lost two buildings in 2017's #ThomasFire and will persevere. #OVSStrong",,,#ThomasFire #OVSStrong,1254885582053888000,https://twitter.com/readwriteteach/status/1254885582053888000
2020-04-27 19:50:14,KCLUNEWS,,0,1,0,"Power Company Reports Late Season Rain Pushes Back Power Shutoffs To Prevent South Coast Brush Fires #sce #southerncaliforniaedison @countyventura @countyofsb #thomasfire #cavefire #woolseyfire",,@CountyVentura @countyofsb,#sce #southerncaliforniaedison #thomasfire #cavefire #woolseyfire,1254860426333937664,https://twitter.com/KCLUNEWS/status/1254860426333937664
2020-04-21 22:10:40,KCLUNEWS,,0,1,0,"With High Brush Fire Season On Way For Central, South Coasts, Landowners Get Brush Clearance Notices @countyventura #cavefire #thomasfire #brushfire #vcfd #thousandoaks #oaji",,@CountyVentura,#cavefire #thomasfire #brushfire #vcfd #thousandoaks #oaji,1252721440928919553,https://twitter.com/KCLUNEWS/status/1252721440928919553
2020-04-21 14:06:59,urbanfishDr,,0,0,0,"Is it #trailpicstuesday? Matilija Creek, Ventura County, Dec. 2018 (1 year after the #ThomasFire). And I don't know how to rotate pics on Twitter. ",,,#trailpicstuesday #ThomasFire,1252599716690436097,https://twitter.com/urbanfishDr/status/1252599716690436097
2020-04-19 20:19:07,RODGraftingInc,,0,0,0,"Today’s job had a dry and steep hillside, but we are used to this terrain. Avocado Trees that burned in the #thomasfire and the rootstock has one back up are being top worked to Hass! #rodriguezgrafting #venturacounty https://www.instagram.com/p/B_LOcSDgp29/?igshid=4b5h96j5064t",,,#thomasfire #rodriguezgrafting #venturacounty,1251968592230391808,https://twitter.com/RODGraftingInc/status/1251968592230391808
2020-04-19 07:39:03,XraynaQueen,KamalaHarris,0,0,0,"PLEASE look at how many small businesses closed for good after the #ThomasFire and #MontecitoMudslides !!! weeks closed due to dangerous air quality, path of wildfires. THIS IS THE MODEL OF WHAT WILL HAPPEN DUE TO #COVID19 #Evacuations are as disruptive as #StayatHome",,,#ThomasFire #MontecitoMudslides #COVID19 #Evacuations #StayatHome #StayatHome,1251777315291320320,https://twitter.com/XraynaQueen/status/1251777315291320320
2020-04-10 02:14:09,kenleyneufeld,,1,0,1,"#NewProfilePic #thomasfire #COVID19",,,#NewProfilePic #thomasfire #COVID19,1248434060151554049,https://twitter.com/kenleyneufeld/status/1248434060151554049
2020-04-06 23:05:07,KCLUNEWS,,0,1,0,"Storm Brings 1-2"" Of Rain To Much Of Central, South Coasts; Some Mountain Areas Top 5"" #cavefire #easyfire #mariafire #thomasfire #montecito @countyventura @countyofsb http://",,@CountyVentura @countyofsb,#cavefire #easyfire #mariafire #thomasfire #montecito,1247299326709100544,https://twitter.com/KCLUNEWS/status/1247299326709100544
2020-04-05 23:00:46,ai6yrham,NWSWPC,1,12,8,"Heavy rain and potential #flashflooding for Southern California - #ThomasFire #WoolseyFire - that includes Santa Barbara, Goleta, Montecito, Malibu, et al.",,,#flashflooding #ThomasFire #WoolseyFire,1246935844331520002,https://twitter.com/ai6yrham/status/1246935844331520002
2020-04-05 01:50:39,quirklawyers,,0,0,0,"Live edge Thomas Fire Oak cutting board #ThomasFire #Oqk #Cuttingboard #woodworking walrusoil @Ojai, California https://www.instagram.com/p/B-lNRvVADkS/?igshid=g2pvw2r3cckc",,,#ThomasFire #Oqk #Cuttingboard #woodworking,1246616205798105090,https://twitter.com/quirklawyers/status/1246616205798105090
2020-04-03 23:09:52,megandiskin,,0,0,3,"There's something so normal about reporting on updates in the #ThomasFire and #WoolseyFire lawsuits... even if that still means writing about #COVID19.",,,#ThomasFire #WoolseyFire #COVID19,1246213358359064576,https://twitter.com/megandiskin/status/1246213358359064576
2020-04-03 18:13:15,HomeCrush,ai6yrham,0,0,2,"My of us have N95 from #THOMASFIRE. I'll take the evil eye over #COVID19 If we prevent spread we save healthcare crisis down the line. #FlattenTheCurve",,,#THOMASFIRE #COVID19 #FlattenTheCurve,1246138712016076800,https://twitter.com/HomeCrush/status/1246138712016076800
2020-03-31 01:11:12,quirklawyers,,0,0,0,"Hey Jake Colborn, I figure out what to do w all those guns that burned up in the #ThomasFire. Check this lock out... I’m gonna make you one. #WeRiseTogether #ThomasFire #Welding #RanchLife #Recycle #Reuse… https://www.instagram.com/p/B-YC45VAdA-/?igshid=yao14pcpfye4",,,#ThomasFire #WeRiseTogether #ThomasFire #Welding #RanchLife #Recycle #Reuse,1244794340435791874,https://twitter.com/quirklawyers/status/1244794340435791874
2020-03-22 02:14:04,ReporterSteph,,0,0,4,"Not since the #ThomasFire has little #Ojai been so quiet. A #Coronavirus weekend. #covid19 #pandemic",,,#ThomasFire #Ojai #Coronavirus #covid19 #pandemic,1241548669280587778,https://twitter.com/ReporterSteph/status/1241548669280587778
2020-03-21 22:24:48,rainperry,,0,0,0,"It's heartening to see on social media that what matters most is our connection to each other. This video features survivors of the #ThomasFire but seems quite poignant now. ",,,#ThomasFire,1241490974133456896,https://twitter.com/rainperry/status/1241490974133456896
2020-03-21 04:30:44,ScottSteepleton,,0,0,0,"Court closures over #coronavirus put hearings in #ThomasFire / #Montecito mudslide class-action lawsuits on hold until at least 4/17. As plaintiffs’ attorneys continue settlement talks with SCE, the Thomas Fire bellwether trial is set for 6/15. #ventura #SantaBarbara #news",,,#coronavirus #ThomasFire #Montecito #ventura #SantaBarbara #news,1241220674355527680,https://twitter.com/ScottSteepleton/status/1241220674355527680
2020-03-19 22:57:08,XraynaQueen,SpeakerPelosi,0,0,0,"Please look into all the horrible losses of businesses that happened due to the #ThomasFire and #MontecitoMudslides many shops, restaurants closed down within months because of long closures. Lost businesses=Lost jobs! Even more local businesses will be lost to #covid19",,,#ThomasFire #MontecitoMudslides #covid19,1240774335570128902,https://twitter.com/XraynaQueen/status/1240774335570128902
2020-03-16 22:32:42,KCLUNEWS,,0,2,5,"Storm Drops More Than Four Inches Of Rain On Parts Of South Coast #countyofsb #countyventura #santabarbaracounty #venturacounty #cavefire #mariafire #easyfire #thomasfire #montecito http://",,,#countyofsb #countyventura #santabarbaracounty #venturacounty #cavefire #mariafire #easyfire #thomasfire #montecito,1239681020418338816,https://twitter.com/KCLUNEWS/status/1239681020418338816
2020-03-16 04:22:40,DisasterSummary,,2,0,0,"Disaster Summary: California Wildfires; Thomas Fire 2019 https://disastersummary.com/california-wildfire-disasters/?1 #wildfire #wildfiredisaster #thomasfire #californiadisaster #disastersummary",,,#wildfire #wildfiredisaster #thomasfire #californiadisaster #disastersummary,1239406705840029704,https://twitter.com/DisasterSummary/status/1239406705840029704
2020-03-15 17:22:47,BarriosLove,,0,0,2,"We’ll see how my kids do with no sports. When we had the #ThomasFire lockdown they were going CRAZY!",,,#ThomasFire,1239240643144081408,https://twitter.com/BarriosLove/status/1239240643144081408
2020-03-14 03:25:04,NotNormalIndstr,RSFireNerd,0,0,1,"Up to my eyeballs in #COVID19 now. Overall, people are edgier &amp; more nervous about constant ""disasters."" Having the #BorderlineShooting within 13 hrs of the #WoolseyFire was a double-whammy. 1 year after the #ThomasFire, 1 yr before the #SaddleRidgeFire (Porter Ranch). Etc.",,,#COVID19 #BorderlineShooting #WoolseyFire #ThomasFire #SaddleRidgeFire,1238667434451554305,https://twitter.com/NotNormalIndstr/status/1238667434451554305
2020-03-14 00:53:29,__AMBeROSIA__,,0,0,1,"This feels like #ThomasFire 3.0",,,#ThomasFire,1238629287793528832,https://twitter.com/__AMBeROSIA__/status/1238629287793528832
2020-03-13 23:15:08,CSAC_Counties,,0,0,1,"Formed in the wake of the #ThomasFire &amp; 1/9 #DebrisFlow incidents, the #SantaBarbaraCounty Regional Climate Collaborative brings political leaders &amp; stakeholders together to coordinate &amp; accelerate #climatechallenge solutions: https://bit.ly/2WanmaN @countyofsb h/t @bryce_moto",,@countyofsb @bryce_moto,#ThomasFire #DebrisFlow #SantaBarbaraCounty #climatechallenge,1238604536970911744,https://twitter.com/CSAC_Counties/status/1238604536970911744
2020-03-13 20:46:05,BenCart44085558,LuaiaB,0,0,0,"Seriously though same for my boys . Not to mention the #thomasfire and floods for my oldest boy . Crazy",,,#thomasfire,1238567026391564288,https://twitter.com/BenCart44085558/status/1238567026391564288
2020-03-12 20:44:15,quirklawyers,,0,0,0,"Update re #ThomasFire litigation: “Edison has dug in its heels on the issues of liability. In regards to the Koenigstein Road area of ignition, Edison admits its equipment was involved, but denies that it was… https://www.instagram.com/p/B9pb7XPgLq1/?igshid=17uexi3k457o6",,,#ThomasFire,1238204178230644736,https://twitter.com/quirklawyers/status/1238204178230644736
2020-03-11 00:56:33,jilljchase,ai6yrham,1,0,2,"Hmmm, those ServePro disaster trucks look far too familiar to us Montecito, CA residents... #ThomasFire #Montecitodebrisflow",,,#ThomasFire #Montecitodebrisflow,1237542894631710720,https://twitter.com/jilljchase/status/1237542894631710720
2020-03-09 22:46:23,KCLUNEWS,,0,1,0,"Storm Could Bring Heaviest Rainfall Of Year To Central And South Coasts, But No Flooding Predicted @countyofsb @countyventura #mariafire #easyfire #woolseyfire #thomasfire #debrisflow #montecito http://",,@countyofsb @CountyVentura,#mariafire #easyfire #woolseyfire #thomasfire #debrisflow #montecito,1237147751017668608,https://twitter.com/KCLUNEWS/status/1237147751017668608
2020-03-09 20:43:32,AmericanRuin,MistressBlkRose,2,1,4,"5 Facts/5 Tags 1. Both wifey & I are CERT certified 2. We escaped #ThomasFire 3. wifey was in a goth band when I met her. 4. We both have seen lava up close 5. Our wedding was on Friday the 13th, the wedding procession walked under a ladder, &amp; we broke a mirror at the end. ",,,#ThomasFire,1237116836367327232,https://twitter.com/AmericanRuin/status/1237116836367327232
2020-03-08 01:18:35,Emxsys,RSFireNerd,1,0,1,"Hi Krista. Yes. Here's a collection of WMT tweets for the #ThomasFire ",,,#ThomasFire,1236461279172112384,https://twitter.com/Emxsys/status/1236461279172112384
2020-03-06 19:34:50,KCLUNEWS,,0,0,1,"Two Rounds Of Rain In Forecast For Central, South Coasts #mariafire #easyfire #thomasfire #woolseyfire #countyventura @countyofsb #stormpreps http://",,@countyofsb,#mariafire #easyfire #thomasfire #woolseyfire #countyventura #stormpreps,1236012381207052288,https://twitter.com/KCLUNEWS/status/1236012381207052288
2020-03-06 00:58:36,christie_yorke,US_OCB,0,0,4,"The #ThomasFire was terrible to live through, but this research by Tanika Ladd on how wildfire ash can fertilize marine #plankton during periods of low productivity is ",,,#ThomasFire #plankton,1235731471396212736,https://twitter.com/christie_yorke/status/1235731471396212736
2020-03-05 03:05:43,reemmedia_,,0,0,0," If you missed @California_HCD CDBG-MIT public mtg in #Ventura today, join tomorrow, 6pm-8pm, in Santa Barbara County - https://www.eventbrite.com/e/95266381311 County Board of Supervisor Hearing Room &amp; Supervisors Conference Room, 105 E Anapamu St #406, #ThomasFire #DisasterRecovery",,@California_HCD,#Ventura #ThomasFire #DisasterRecovery,1235401073491431424,https://twitter.com/reemmedia_/status/1235401073491431424
2020-03-04 18:50:04,KistersNA,jrdscience,0,0,0,".@jrdscience @AGU_Eos reports findings by Tanika Ladd @UCSantaBarbara LifeSci on #ThomasFire wildfire ash &amp; #marine environment: good nutrients for plankton? #integrate aquatic ecosystem monitoring data, no more silos http://www.kisters.net/NA/KiECO/",,@jrdscience @AGU_Eos @ucsantabarbara,#ThomasFire #marine #integrate,1235276341680857088,https://twitter.com/KistersNA/status/1235276341680857088
2020-03-03 03:51:40,quirklawyers,,0,0,1,"Met this remarkable man in the middle of the #ThomasFire when he walked into Upper Ojai Relief’s Station. The Fire literally chased him out of his home and took everything he had. He was living in a tepee in the… https://www.instagram.com/p/B9Qc5IogaNk/?igshid=dg2mhz7ngph2",,,#ThomasFire,1234687863377350656,https://twitter.com/quirklawyers/status/1234687863377350656
2020-03-01 23:30:11,AGU_Eos,,0,0,0,"Researchers incubated the phytoplankton in tanks outdoors and tested how their biomass changed over the course of the week. The tanks with nutrients from the #ThomasFire did not act like the controls. By @jrdscience",,@jrdscience,#ThomasFire,1234259672347086848,https://twitter.com/AGU_Eos/status/1234259672347086848
2020-02-29 16:38:23,AGU_Eos,,0,1,0,"Scientists scooped ash from car windows during California’s #ThomasFire so they could take it to the lab and test its impact on the ocean. #wildfire By @jrdscience https://eos.org/articles/could-wildfire-ash-feed-the-oceans-tiniest-life-forms",,@jrdscience,#ThomasFire #wildfire,1233793648980045826,https://twitter.com/AGU_Eos/status/1233793648980045826
2020-02-29 00:13:24,KCLUNEWS,,0,0,0,"New $8 Million Dollar Fire Station On South Coast Dedicated #venturacountyfiredepartment #vcfd #fillmore @countyventura #805strong #thomasfire ",,@CountyVentura,#venturacountyfiredepartment #vcfd #fillmore #805strong #thomasfire,1233545770542026752,https://twitter.com/KCLUNEWS/status/1233545770542026752
2020-02-29 00:05:10,KCLUNEWS,,0,1,1,"Weekend Rain Predicted For Central, South Coasts; No Issues Expected In Brush Fire Burn Zones @countyventura @countuyofsb @sbcountyoem #nwsoxnard #santabarbaracounty #venturacounty #mariafire #cavefire #thomasfire ",,@CountyVentura @SBCountyOEM,#nwsoxnard #santabarbaracounty #venturacounty #mariafire #cavefire #thomasfire,1233543697704325123,https://twitter.com/KCLUNEWS/status/1233543697704325123
2020-02-27 19:53:17,MAPVentura,,0,0,0,"Hi All! Progress on a fire rebuild project we are working on in Ventura #Thomasfire @VisitVentura https://www.mainstreetarchitects.com/post/from-the-field-3",,@VisitVentura,#Thomasfire,1233117922291154944,https://twitter.com/MAPVentura/status/1233117922291154944
2020-02-21 19:55:44,KCLUNEWS,,0,2,0,"Rain Still On Way For Central, South Coasts; No Issues Expected In Brush Fire Burn Areas @countyventura @countyofsb @sbcountyoem #thomasfire #woolseyfire #mariafire #easyfire #santabarbara #sanmarcospass",,@CountyVentura @countyofsb @SBCountyOEM,#thomasfire #woolseyfire #mariafire #easyfire #santabarbara #sanmarcospass,1230944213333733376,https://twitter.com/KCLUNEWS/status/1230944213333733376
2020-02-20 23:42:34,KCLUNEWS,,0,3,2,"Storm System Headed For Central, South Coasts; No Issues Anticipated For Brush Fire Burn Zones @countyventura @countyofsb #mariafire #easyfire #thomasfire #montecito #woolseyfire #montecitodebrisflow",,@CountyVentura @countyofsb,#mariafire #easyfire #thomasfire #montecito #woolseyfire #montecitodebrisflow,1230638908498563074,https://twitter.com/KCLUNEWS/status/1230638908498563074
2020-02-19 05:28:49,chiefb2,,0,0,2,"Grateful to be able to donate some furniture from our upcoming move to a wonderful person who lost everything in the 2017 #ThomasFire. She's rebuilding her life, and we are transitioning ours. It's all good. #Neighborshelpingneighbors",,,#ThomasFire #Neighborshelpingneighbors,1230001268761870337,https://twitter.com/chiefb2/status/1230001268761870337
2020-02-17 18:41:42,DestaG,MichaelMoriset1,0,0,2,"#BorderlineShooting #WoosleyFire #HillFire #ThomasFire #trauma @ictgorg",,@ictgorg,#BorderlineShooting #WoosleyFire #HillFire #ThomasFire #trauma,1229476030957506560,https://twitter.com/DestaG/status/1229476030957506560
2020-02-14 17:57:07,digilu,,0,1,1,"The prospect of a June 2020 Thomas Fire, and September 2020 Woolsey trial date will put increased pressure on SCE to settle both the Thomas and Woolsey Fire cases. #woolseyfire #thomasfire #woolseyfirelawsuit #thomasfirelawsuit http://www.woolseylawyers.com/woolsey-fire-updates",,,#woolseyfire #thomasfire #woolseyfirelawsuit #thomasfirelawsuit,1228377647362781184,https://twitter.com/digilu/status/1228377647362781184
2020-02-12 00:21:21,KCLUNEWS,,0,1,1,"Santa Barbara County Comes Up With Spending Plan For $28 Million Dollar Settlement From Thomas Fire #thomasfire #montecitodebrisflow #805strong #montecito #santabarbaracounty",,,#thomasfire #montecitodebrisflow #805strong #montecito #santabarbaracounty,1227387179141197824,https://twitter.com/KCLUNEWS/status/1227387179141197824
2020-02-11 15:15:05,CitizenTruth_,,0,2,2,"Insurers Should Support People, Not the Fossil Fuel Industry We paid for hundreds of thousands in coverage and are legally owed, but our insurer refuses to pay us. https://buff.ly/2w6AvH7 #CampFire #climatechange #fossilfuelindustry #insurance #RanchFire #ThomasFire ",,,#CampFire #climatechange #fossilfuelindustry #insurance #RanchFire #ThomasFire,1227249704284688385,https://twitter.com/CitizenTruth_/status/1227249704284688385
2020-02-11 00:48:51,stuartpalley,,7,4,77,"Been writing about the #thomasfire for my upcoming book, and damn was that a fire siege. Remember flying back into LAX after bailing on a trip to Hong Kong and seeing pyrocumulus behind downtown LA, Ventura, and the ANF. And 3 days before Christmas watching firing on the LPF.",,,#thomasfire,1227031709847150593,https://twitter.com/stuartpalley/status/1227031709847150593
2020-02-11 00:15:04,CitizenTruth_,,0,0,1,"Insurers Should Support People, Not the Fossil Fuel Industry We paid for hundreds of thousands in coverage and are legally owed, but our insurer refuses to pay us. https://buff.ly/2w6AvH7 #CampFire #climatechange #fossilfuelindustry #insurance #RanchFire #ThomasFire ",,,#CampFire #climatechange #fossilfuelindustry #insurance #RanchFire #ThomasFire,1227023207296839681,https://twitter.com/CitizenTruth_/status/1227023207296839681
2020-02-06 19:58:42,CalCFs,,0,1,2,"When the #ThomasFire struck Ventura County it was the largest ever recorded in CA. @VCCFoundation mobilized $1M from #DAFs in just 3 weeks - including $67k to deploy @searchdogfdn dogs to rescue trapped community members from the ensuing mudslides. More: http://bit.ly/2SonBvp",,@VCCFoundation @searchdogfdn,#ThomasFire #DAFs,1225509140518375427,https://twitter.com/CalCFs/status/1225509140518375427
2020-02-03 18:38:52,quirklawyers,,0,0,0,"Our opponent is running Facebook ads saying the Firefighters support him. The ads are targeting the people he is suing. Firefighters don’t support him. He failed them. During the #ThomasFire, the firefighters… https://www.instagram.com/p/B8HXXfFgCFt/?igshid=x3gftbzbg5ym",,,#ThomasFire,1224401886222176256,https://twitter.com/quirklawyers/status/1224401886222176256
2020-02-02 21:37:30,quirklawyers,,0,0,0,"The peoples’ movement has Chris Sutton & charmanbrand hot sauces’ support. Thank you Chris for supporting us now and during the #ThomasFire. You’ve showed that helping others is the secret sauce to a happy… https://www.instagram.com/p/B8FHBF1AcG5/?igshid=bfsxgh9vgk1w",,,#ThomasFire,1224084452499841025,https://twitter.com/quirklawyers/status/1224084452499841025
2020-02-02 05:44:54,KWalksAgain,,0,0,0,"Ventura County Residents- Your Board of Supervisors District 1 candidate choice is Trevor Quirk. #OjaiRoar #ThomasFire #Ventura #ojai @quirklawyers @OVN @vcstar @latimes",,@quirklawyers @OVN @vcstar @latimes,#OjaiRoar #ThomasFire #Ventura #ojai,1223844724487802880,https://twitter.com/KWalksAgain/status/1223844724487802880
2020-01-31 14:31:43,W_ProphetBalik,W_ProphetBalik,1,1,1,"@BorisJohnson In honor of #Brexit &amp; Sir @richardbranson @HardRockHotelLV @virginmobileusa @VirginCasino @VirginAtlantic @VirginAirline @Raiders @TomBrady @AdamSchefter #RaiderNation Branson @culvers please Mask from #SantaBarbara #ThomasFire #coronavirus Ready @KTNV @TMZ – at Hard Rock Hotel Las Vegas",,@BorisJohnson @richardbranson @virginmobileusa @VirginCasino @VirginAtlantic @VirginAirline @Raiders @TomBrady @AdamSchefter @culvers @KTNV @TMZ,#Brexit #RaiderNation #SantaBarbara #ThomasFire #coronavirus,1223252525421195264,https://twitter.com/W_ProphetBalik/status/1223252525421195264
2020-01-31 01:07:33,KCLUNEWS,,0,0,1,"Poets Gathering For Readings Commemorating Thomas And Woolsey Fires, Montecito Debris Flow #thomasfire #woolseyfire #westmontcollege #1/9debrisflow #805strong #montecitostrong",,,#thomasfire #woolseyfire #westmontcollege #805strong #montecitostrong,1223050148453830657,https://twitter.com/KCLUNEWS/status/1223050148453830657
2020-01-30 16:22:38,quirklawyers,,0,0,0,"Hey City of Ventura - Government, #ReleasetheRecords Why didn’t our firefighters have water to fight the #ThomasFire? Why were the fire hydrants dry? Why did firefighters have to watch homes burn to the ground bc… https://www.instagram.com/p/B780mW0gE-t/?igshid=pe1eec66grfd",,,#ReleasetheRecords #ThomasFire,1222918051831611393,https://twitter.com/quirklawyers/status/1222918051831611393
2020-01-27 23:49:01,Tombol,,0,0,1,"#Carpinteria Salt Marsh Still Recovering from Impacts of #ThomasFire, #DebrisFlows",,,#Carpinteria #ThomasFire #DebrisFlows,1221943221175103489,https://twitter.com/Tombol/status/1221943221175103489
2020-01-27 23:48:47,NoozhawkNews,,0,0,0,"#Carpinteria Salt Marsh Still Recovering from Impacts of #ThomasFire, #DebrisFlows http://ow.ly/tQDc30qcOxP",,,#Carpinteria #ThomasFire #DebrisFlows,1221943162861735936,https://twitter.com/NoozhawkNews/status/1221943162861735936
2020-01-27 01:00:23,COSBPublicWorks,,0,1,8,"Thank you to the @sbnature for hosting today’s talk about the impacts of the #thomasfire and 1/9 debris flow. Speakers included Deputy Director Tom Fayram (right). Video can be found on the @ucsantabarbara video services YouTube page. @brenucsb @Geosyntec @CECSB",,@sbnature @ucsantabarbara @brenucsb @Geosyntec @CECSB,#thomasfire,1221598795697246208,https://twitter.com/COSBPublicWorks/status/1221598795697246208
2020-01-26 18:12:18,Auntie_Toadie,ai6yrham,0,0,1,"I am not surprised by this - not one small bit. It was so readily apparent during/after the #ThomasFire!",,,#ThomasFire,1221496095248764928,https://twitter.com/Auntie_Toadie/status/1221496095248764928
2020-01-26 17:54:43,ai6yrham,kellymnyc,2,0,4,"#SantaBarbara #ThomasFire ",,,#SantaBarbara #ThomasFire,1221491674137784321,https://twitter.com/ai6yrham/status/1221491674137784321
2020-01-25 23:45:09,Tombol,,0,0,0,"Ray Ford: Cold Spring Trails Making a Comeback After Fire, #DebrisFlows http://ow.ly/ciFs30qciUl #ColdSpringTrail #Montecito #SantaBarbara #ThomasFire",,,#DebrisFlows #ColdSpringTrail #Montecito #SantaBarbara #ThomasFire,1221217474865221633,https://twitter.com/Tombol/status/1221217474865221633
2020-01-25 23:44:57,NoozhawkNews,,0,0,1,"Ray Ford: Cold Spring Trails Making a Comeback After Fire, #DebrisFlows http://ow.ly/ciFs30qciUl #ColdSpringTrail #Montecito #SantaBarbara #ThomasFire",,,#DebrisFlows #ColdSpringTrail #Montecito #SantaBarbara #ThomasFire,1221217422016942083,https://twitter.com/NoozhawkNews/status/1221217422016942083
2020-01-25 23:00:03,SBIndyNews,,0,0,1,"The move, the consultants claim, would help OEM address its deep-rooted planning, staffing, and communication issues, all of which came to a head during the Thomas Fire and deadly 1/9 Debris Flow. #thomasfire #debrisflow",,,#thomasfire #debrisflow,1221206123878998017,https://twitter.com/SBIndyNews/status/1221206123878998017
2020-01-25 17:11:50,Auntie_Toadie,8bitmeme,0,0,0,"@ai6yrham #Truth He was my hero during the #ThomasFire &amp; subsequent floods!",,@ai6yrham,#Truth #ThomasFire,1221118491605925889,https://twitter.com/Auntie_Toadie/status/1221118491605925889
2020-01-20 19:24:12,servpro_ventura,,0,0,0,"Happy Monday!!! This photo is taken from the upper Ventura where some of the homeowners were affected by the last Thomas Fire. #venturastrong #thomasfire #Ventura #venturaca #venturacountyfire #venturacalifornia",,,#venturastrong #thomasfire #Ventura #venturaca #venturacountyfire #venturacalifornia,1219339864048406528,https://twitter.com/servpro_ventura/status/1219339864048406528
2020-01-20 00:33:06,WatchdogVentura,,0,2,4,"The biggest disaster in #Ventura’s history was the #ThomasFire , displacing hundreds of residents. http://bit.ly/2SpeHiU",,,#Ventura #ThomasFire,1219055215384629255,https://twitter.com/WatchdogVentura/status/1219055215384629255
